项目名称,除外内容,编码,计价单位,一级机构价格,id,说明,财务分类,项目内涵
诊疗中使用尿道、膀胱镜加收,,310000000-9,次,160,1978,,G,
诊疗中使用关节镜加收,,310000000-10,次,320,1979,,G,
诊疗中使用电子显微镜加收,,310000000-11,次,320,1980,,G,
诊疗中使用其他内镜加收,,310000000-12,次,160,1981,,G,
诊疗中使用脊柱内镜(含微创通道)辅助加收,,310000000-13,次,1136,1982,,G,
诊疗中使用单孔腹腔镜加收,,310000000-14,次,1188,1983,,G,
诊疗中使用单孔胸腔镜加收,,310000000-15,次,1188,1984,,G,
诊疗中使用输尿管软镜加收,,310000000-17,次,988,1985,,D,指诊疗中使用输尿管软镜行输尿管、肾盂等部位操作。
脑电图,,310100001,次 ,72,1986,,D,含深呼吸诱发，至少8导。
脑电图加收(脑电发生源定位),,310100001-1,次 ,16,1987,,D,
脑电图术中监测,,310100001-2,每小时,24,1988,,D,
脑电图床边监测,,310100001-3,每小时,24,1989,,D,
特殊脑电图,,310100002,次,144,1990,不能同时收取脑电图费用。,D,
特殊电极脑电图,,310100002-1,次,144,1991,,D,指鼻咽或蝶骨或皮层等，含脑电图。
特殊诱发脑电图,,310100002-2,次,144,1992,,D,指声、光等刺激，含脑电图。
脑地形图,,310100003,次,110.4,1993,,D,含二维脑地形图（至少16导）。
动态脑电图,,310100004,次,320,1994,,D,
24小时脑电视频监测,,310100004-1,次,320,1995,,D,
24小时脑电Holter,,310100004-2,次,320,1996,,D,
脑电图录象监测,,310100005,小时,29.6,1997,,D,含摄像观测患者行为及脑电图监测。
脑磁图,,310100006,次,6080,1998,,D,
神经传导速度测定,,310100007,每条神经,49.6,1999,,D,含感觉神经与运动神经传导速度。
重复神经电刺激,,310100007-1,每条神经,48.00 ,2000,,D,
神经电图,,310100008,每条神经,71.2,2001,,D,含检查F波、H反射、瞬目反射。
体感诱发电位,,310100009,单肢,136.8,2002,,D,"上肢体感诱发电位检查应含头皮、颈部、Erb氏点记录,下肢体感诱发电位检查应含头皮、腰部记录。"
诱发电位地形图分析加收,,310100009-1,次,16,2003,,D,
运动诱发电位,,310100010,次,147.2,2004,,D,含大脑皮层和周围神经刺激。
运动诱发电位(术中监测),,310100010-1,小时,40,2005,,D,含大脑皮层和周围神经刺激。
事件相关电位,,310100011,次,147.2,2006,,D,
事件相关电位加收(增加N400检查时),,310100011-1,次,16,2007,,D,
事件相关电位(视觉刺激P300),,310100011-2,次,147.2,2008,,D,
事件相关电位(体感刺激P300),,310100011-3,次,147.2,2009,,D,
事件相关电位(听觉P300),,310100011-4,次,147.2,2010,,D,
脑干听觉诱发电位,,310100012,次,153.6,2011,,D,
术中颅神经监测,,310100013,次,209.6,2012,,D,
术中面神经监测,,310100013-1,次,146.72,2013,,D,
颅内压监测,,310100014,小时,9.6,2014,,D,
感觉阈值测量,,310100015,次,129.6,2015,,D,
感觉障碍电生理诊断,,310100015-1,次,129.6,2016,,D,
腰椎穿刺术,,310100016,次,99.2,2017,,G,含测压、注药。
脑脊液动力学检查,,310100016-1,次,107.2,2018,,G,含腰椎穿刺术。
脑脊液持续引流术,一次性引流装置,310100016-2,次,261.6,2019,,G,腰椎穿刺至蛛网膜下腔，测脑脊液动力学，置管，持续外引流。
侧脑室穿刺术,一次脑室引流装置,310100017,次,96,2020,,G,含引流、冲洗、注药。
枕大池穿刺术,,310100018,次,96,2021,,G,
硬脑膜下穿刺术,,310100019,次,116,2022,,G,
周围神经活检术,,310100020,每个切口,116,2023,同一切口取肌肉和神经标本时以一项计价。                                            ,D,
肌肉活检术,,310100020-1,每个切口,116,2024,同一切口取肌肉和神经标本时以一项计价。                                            ,D,
植物神经功能检查,,310100021,次,14,2025,,D,
多功能神经肌肉功能监测,,310100022,小时,60.8,2026,,D,
表面肌电测定,,310100022-1,小时,60.8,2027,,D,
肌电图,,310100023,每条肌肉,46.4,2028,,D,
眼肌电图,,310100023-1,每条肌肉,46.4,2029,,D,
表面肌电图检查,,310100023-2,次,44,2030,,D,采用表面肌电图仪采集检查有明确神经肌肉障碍患者各组肌群的肌电信号，进行数据分析，出具检查报告。
单纤维肌电图,,310100024,每条肌肉,32,2031,,D,
肌电图监测,,310100025,小时,37.6,2032,,D,
多轨迹断层肌电图,,310100026,次,暂不定价,2033,,D,
神经阻滞治疗,,310100027,次,74.4,2034,,G,
经皮穿刺三叉神经半月节注射治疗术,,310100028,次,320,2035,,G,含CT定位、神经感觉定位、注射药物、测定疗效范围、局部加压；不含术中影像学检查。
经皮穿刺三叉神经半月节射频温控热凝术,,310100029,次,400,2036,,G,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。
经皮穿刺三叉神经感觉根射频温控热凝术,,310100029-1,次,400,2037,,G,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。
经皮穿刺蝶腭神经节/上颌神经干射频治疗术,,310100029-2,次,400,2038,,G,含CT定位、神经感觉定位、射频温控治疗、测定疗效范围、局部加压；不含术中影像学检查、全麻。
经皮穿刺三叉神经干注射术,,310100030,次,228,2039,,G,含CT定位、神经感觉定位、注射药物、测定疗效范围、局部加压；不含术中影像学检查。
慢性小脑电刺激术,,310100031,次,20,2040,,G,
周围神经毁损术,,310100033,次,312,2041,,G,含神经穿刺及注射。
三叉神经干毁损术,,310100033-1,次,468,2042,,G,含神经穿刺及注射。
交感神经节毁损术,,310100034,次,312,2043,,G,指颈、腰交感神经节穿刺及注射，含神经穿刺及注射。
交感神经节射频毁损术,,310100034-1,次,480,2044,,G,
胸交感神经节毁损术,,310100034-2,次,374.4,2045,,G,
左旋多巴冲击试验,,310100038S,次,150.4,2046,,D,含服用左旋多巴前、服药后运动功能评分，观察心率、血压等变化，记录不良反应。
新斯的明试验,,310100039S,次,120,2047,,D,通过肌注新斯的明后观察肌无力症状是否有改善。
卒中功能评分(NIHSS),,310100040S,次,34.4,2048,每周收费不超过两次。,D,采用美国国立卫生院卒中功能评分量表对急性脑卒中患者神经功能缺损进行评分。
微球囊压迫治疗三叉神经痛,,310100041S,次,2288,2049,,G,经皮穿刺行球囊扩张压迫三叉神经半月节。
颅内电极电刺激定位脑功能区及致痫区,,310100042S,次,156.4,2050,每日收费不超过1次。,E,电刺激颅内埋藏电极，给患者各种作业，同时监测脑电，定位脑功能区及癫痫灶。含检查期间脑电图监测。
生长激素释放激素兴奋试验(GRH),,310201001,每试验项目,64,2051,,D,
促甲状腺释放激素兴奋试验(TRH),,310201002,每试验项目,32,2052,,D,
促肾上腺释放激素兴奋试验(CRF),,310201003,每试验项目,60.8,2053,,D,
促性腺释放激素兴奋试验(GnRH),,310201004,每试验项目,56,2054,,D,指卵泡刺激素（FSH）和黄体生成素（LH），结果分析。
胰岛素低血糖兴奋试验,,310201005,每试验项目,68.8,2055,,D,指开放静脉、床旁血糖监测、低血糖紧急处理及结果分析。
精氨酸试验,,310201006,每试验项目,60.8,2056,,D,
各种药物兴奋泌乳素(PRL)动态试验,,310201007,每试验项目,60.8,2057,,D,
葡萄糖抑制(GH)试验,,310202001,每试验项目,36.8,2058,,D,指取静脉血5次及结果分析。
兴奋泌乳素(PRL)抑制试验,,310202002,每试验项目,60.8,2059,,D,指取血2-4次及结果分析。 
禁水试验,,310203001,每试验项目,88,2060,,D,"指血、尿渗透压,尿比重测定至少各3个标本，每小时测尿量、血压、脉搏、尿比重，需时6-8小时，必要时延至12-16小时，结果分析。"
禁水加压素试验, ,310203002,每试验项目,46.4,2061,,D,"指血、尿渗透压,尿比重测定至少各5-6个标本，皮下注射去氨加压素（DDAVP）1-4μg,注射DDAVP后每15分钟测尿量，每小时测血压、脉搏、尿比重共8-10小时，结果分析。"
高渗盐水试验,,310203003,每试验项目,110.4,2062,,D,"指口服、静脉点滴高渗盐水试验。含血、尿渗透压,尿比重测定至少各5-6个标本，皮下注射去氨加压素（DDAVP）1-4μg,注射DDAVP后每15分钟记尿量，每小时测血压、脉搏、尿比重共8-10小时及结果分析。"
水负荷试验,,310203004,每试验项目,46.4,2063,,D,指血尿渗透压测定各5次、抗利尿激素（ADH）测定3次及结果分析。
去氨加压素(DDAVP)治疗试验,,310203005,每试验项目,113.6,2064,,D,指需时两天，每日两次测体重、血钠、血和尿渗透压，记出入量，结果分析。
钙耐量试验,,310204001,每试验项目,40,2065,,D,指静脉点滴钙剂，测血钙、磷5次，尿钙、磷2次及结果分析。
快速钙滴注抑制试验,,310204002,每试验项目,73.6,2066,,D,指低钙磷饮食、静脉注射钙剂，尿钙磷、肌酐测定8次及结果分析。
肾小管磷重吸收试验,,310204003,每试验项目,99.2,2067,,D,指固定钙磷饮食、双蒸水饮用，连续两日饮水后1、2小时测尿量，查血尿肌酐和钙磷及结果分析。
磷清除试验,,310204004,每试验项目,103.2,2068,,D,"指固定钙磷饮食、双蒸水饮用,连续两日饮水后1、3小时测尿量，查血尿肌酐和钙磷及结果分析。"
