结算项目名称,剂型名称,规格,首先自负比例,医疗项目编码,目录等级,药品名称,生产厂家
西药,注射液,2ml:0.1g,5.0%、10.0%,8.69032E+13,乙类,曲克芦丁注射液,国药集团容生制药有限公司
西药,片剂,0.1g,5.0%、10.0%、0.0%,8.69042E+13,乙类,维生素C片,山东新华制药股份有限公司（国药准字H37020378）
西药,注射剂,5ml:232.5mg,20.0%、30.0%、0.0%,8.69021E+13,乙类,多烯磷脂酰胆碱注射液,成都天台山制药有限公司（国药准字H20057684）
西药,干混悬剂,0.1g,5.0%、10.0%、0.0%,8.69041E+13,乙类,利福昔明干混悬剂,山东达因海洋生物制药股份有限公司（国药准字H20113422）
西药,注射剂,0.2g,5.0%、10.0%、0.0%,8.69043E+13,乙类,注射用阿魏酸钠,安徽省先锋制药有限公司（国药准字H20083231）
西药,片剂,0.5mg,5.0%、10.0%、0.0%,8.69015E+13,乙类,甲钴胺分散片,江苏四环生物制药有限公司（国药准字H20080290）
中成药,片剂,每片含灯盏花素20mg,0.0%、0.0%、0.0%,8.69056E+13,甲类,灯盏花素片,云南植物药业有限公司（国药准字Z53020269）
西药,口服溶液剂,"每支15毫升,含蛋白琥珀酸铁800毫克,相当于三价铁40毫克",100.0%、100.0%、100.0%,8.69015E+13,丙类,蛋白琥珀酸铁口服溶液,济川药业集团有限公司（国药准字H20143055）
中成药,合剂,每支装20ml,5.0%、10.0%、0.0%,8.69053E+13,乙类,复方鲜竹沥液,江西济民可信药业有限公司（国药准字Z36021946）
医院制剂,,,5.0%、5.0%,31300034,,诺氟沙星胶囊,
西药,片剂,0.1g（按C21H25N3O2S计）,0.0%、0.0%、0.0%,8.69049E+13,甲类,富马酸喹硫平片,湖南洞庭药业股份有限公司（国药准字H20010117）
中成药,颗粒剂,每袋装3g,5.0%、10.0%、0.0%,8.69016E+13,乙类,止嗽化痰颗粒,南京同仁堂药业有限责任公司（国药准字Z10950002）
西药,片剂,10mg（以C4H13NO7P2计）,5.0%、10.0%、0.0%,8.69003E+13,乙类,阿仑膦酸钠片,广东彼迪药业有限公司（国药准字H20093921）
西药,注射用粉针剂,1.0g（按C21H25N5O8S2 计算）,5.0%、10.0%、0.0%,8.69041E+13,乙类,美洛西林,山东鲁抗医药股份有限公司
西药,注射剂,0.25g,5.0%、10.0%、0.0%,8.6902E+13,乙类,注射用阿昔洛韦,武汉人福药业有限责任公司（国药准字H20013057）
医院制剂,,,5.0%、5.0%,31300045,,生血汤,
西药,滴眼液,0.0015,5.0%、10.0%、0.0%,8.69782E+13,乙类,酒石酸溴莫尼定滴眼液,Allergan Sales LLC（H20160425）
西药,注射剂,1ml:0.25mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,维生素B12注射液,辰欣药业股份有限公司（国药准字H37022069）
中草药,,,0.0%、0.0%,31200361,甲类,百草霜,
中成药,水丸,每10粒重2g,5.0%、10.0%、0.0%,8.69039E+13,乙类,珍宝丸,内蒙古库伦蒙药有限公司（国药准字Z15020293）
西药,注射剂,50ml：盐酸氨溴索30mg与葡萄糖2.5g,100.0%、100.0%、100.0%,8.69038E+13,丙类,盐酸氨溴索葡萄糖注射液,黑龙江中桂制药有限公司（国药准字H20051580）
西药,颗粒剂,0.1g（按C15H14ClN3O4S计）,5.0%、10.0%、0.0%,8.69028E+13,乙类,头孢克洛颗粒,万邦德制药集团股份有限公司
西药,颗粒剂,0.1g,0.0%、0.0%、0.0%,8.69021E+13,甲类,阿奇霉素颗粒,四川百利药业有限责任公司（国药准字H20093857）
西药,注射剂,2ml:0.1g,0.0%、0.0%、0.0%,8.69008E+13,甲类,氯化琥珀胆碱注射液,上海旭东海普药业有限公司（国药准字H31020599）
西药,注射剂,1ml:10mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,维生素K1注射液,辰欣药业股份有限公司（国药准字H37021988）
中成药,颗粒剂,每袋装8g,0.0%、0.0%、0.0%,8.69046E+13,甲类,八珍颗粒,宁波立华制药有限公司（国药准字Z33020293）
中成药,酊,每支装10ml,0.0%、0.0%、0.0%,8.6905E+13,甲类,藿香正气水,株洲康圣堂药业有限公司（国药准字Z43020087）
西药,注射剂,1g,5.0%、10.0%、0.0%,8.69783E+13,乙类,注射用异环磷酰胺,Baxter Oncology GmbH（H20140099）
西药,颗粒剂,0.2285g,0.0%、0.0%,86903797000010-1,甲类,阿莫西林克拉维酸钾颗粒,黑龙江乌苏里江制药有限公司迎春分公司（国药准字H20030100）
中草药,,,0.0%、0.0%,31200180,甲类,山豆根,
中成药,片剂,6mg(以积雪草总苷计),100.0%、100.0%、100.0%,8.69008E+13,丙类,积雪苷片,上海现代制药股份有限公司（国药准字Z20054146）
中成药,颗粒剂,6g,5.0%、10.0%,8.69059E+13,乙类,新生化颗粒,兰州和盛堂制药股份有限公司
中成药,颗粒剂,2ml:20mg,0.0%、0.0%、0.0%,8.69051E+13,甲类,板蓝根颗粒,广西日田药业集团有限责任公司
中成药,糖衣片,每片重0.44g,5.0%、10.0%、0.0%,8.69004E+13,乙类,千柏鼻炎片,广州白云山奇星药业有限公司（国药准字Z44020750）
西药,片剂,50mg（按C38H69NO13计）,5.0%、10.0%、0.0%,8.69014E+13,乙类,克拉霉素片,江苏恒瑞医药股份有限公司（国药准字H10970033）
西药,胶囊剂,0.2g,5.0%、10.0%、0.0%,8.69034E+13,乙类,布洛芬缓释胶囊,吉林省力胜制药有限公司
西药,注射剂,5ml,100.0%、100.0%,8.69033E+13,丙类,曲克芦丁脑蛋白水解物注射液,吉林四环制药有限公司（国药准字H22026574）
西药,注射液,500ml:25g（总氨基酸）,0.0%、0.0%、0.0%,8.69028E+13,甲类,复方氨基酸注射液(18AA)[500ml:25g],石家庄四药有限公司
西药,气雾剂,"每瓶含布地奈德20mg,每瓶200揿,每揿含布地奈德0.1mg",5.0%、10.0%、0.0%,8.6904E+13,乙类,布地奈德气雾剂,鲁南贝特制药有限公司（国药准字H20030987）
中草药,,,0.0%、0.0%,31200236,甲类,瓦松,
西药,胶囊剂,0.25g,0.0%、0.0%、0.0%,8.6904E+13,甲类,阿奇霉素胶囊,齐鲁制药有限公司（国药准字H10970061）
中成药,小蜜丸,每100丸重20g,5.0%、10.0%、0.0%,8.69028E+13,乙类,壮腰健肾丸,药都制药集团股份有限公司
西药,注射剂,200mg,0.0%、10.0%、20.0%,8.69817E+13,乙类,注射用替考拉宁,Sanofi S.p.A（H20160586）
中草药,,,0.0%、0.0%,31200767,甲类,猪苓,
西药,注射剂,250ml:2.25g,0.0%、0.0%、0.0%,8.69042E+13,甲类,氯化钠注射液,山东威高药业股份有限公司（国药准字H20043630）
中草药,,,0.0%、0.0%,31200746,甲类,黄蜀葵花,
西药,滴丸,1mg,100.0%、100.0%、100.0%,8.69042E+13,丙类,格列美脲滴丸,山东新时代药业有限公司（国药准字H20041773）
医院制剂,,,10.0%、5.0%,c1300110,,通腑逐瘀合剂,
中成药,胶囊剂,每粒装0.3g(相当于原药材1.07g),5.0%、10.0%、0.0%,8.6903E+13,乙类,癫痫康胶囊,同药集团大同制药有限公司（国药准字Z14020445）
医院制剂,,,10.0%、5.0%,c1300042,,大力克,
西药,注射剂,5ml:0.25g,5.0%、10.0%,8.69043E+13,乙类,葛根素注射液,山东威智百科药业有限公司
中成药,片剂,每片重0.21g,100.0%、100.0%、100.0%,8.69047E+13,丙类,珍黄片,浙江天一堂药业有限公司
西药,片剂,0.2g,100.0%、100.0%、100.0%,8.69041E+13,丙类,西咪替丁片,山东健康药业有限公司（国药准字H37022725）
西药,片剂,0.5g,5.0%、10.0%、0.0%,8.6904E+13,乙类,盐酸二甲双胍缓释片,山东明仁福瑞达
西药,注射液,500ml/瓶,0.0%、0.0%,8.69047E+13,甲类,乳酸钠林格注射液,济民健康管理股份有限公司
西药,注射剂,5mg:100ml,5.0%、10.0%、0.0%,8.69022E+13,乙类,唑来膦酸注射液,四川科伦
中成药,大蜜丸,每丸重9g,5.0%、10.0%、0.0%,8.69026E+13,乙类,摩罗丹,邯郸制药股份有限公司（国药准字Z13021325）
西药,胶囊剂,20mg,0.0%、0.0%、0.0%,8.69028E+13,甲类,奥美拉唑肠溶胶囊,石药集团欧意药业有限公司（国药准字H20046430）
中成药,贴膏剂,----,5.0%、10.0%、0.0%,8.69019E+13,乙类,麝香壮骨膏,黄石卫生材料药业有限公司（国药准字Z42021305）
西药,注射液,"100ml:左氧氟沙星0.2g,氯化钠0.9g",5.0%、10.0%、0.0%,8.6902E+13,乙类,盐酸左氧氟沙星氯化钠注射液,山东齐都药业有限公司
西药,注射剂,100ml/瓶,100.0%、100.0%、100.0%,8.69014E+13,丙类,多种油脂肪乳注射液,Fresenius Kabi Austria GmbH
西药,片剂,0.3g,5.0%、10.0%、0.0%,8.69014E+13,乙类,碳酸锂缓释片,江苏恩华药业股份有限公司（国药准字H10900013）
西药,胶囊剂,0.3g,5.0%、10.0%、0.0%,8.69048E+13,乙类,布洛芬缓释胶囊,福建太平洋制药有限公司
西药,片剂,15mg,5.0%、10.0%、0.0%,86900154000478-1,乙类,盐酸吡格列酮片,北京太洋药业股份有限公司（国药准字H20040267）
中成药,薄膜衣片,每片重0.3g,5.0%、10.0%、0.0%,8.69035E+13,乙类,护肝宁片,吉林紫鑫药业股份有限公司（国药准字Z22024782）
中成药,胶囊剂,每粒装0.45g,5.0%、10.0%、0.0%,8.69042E+13,乙类,产后逐瘀胶囊,瑞阳制药有限公司（国药准字Z20083018）
中成药,胶囊剂,每粒装0.25g,5.0%、10.0%、0.0%,8.69045E+13,乙类,至灵胶囊,长兴制药股份有限公司（国药准字Z33020212）
中草药,,,0.0%、0.0%,31200177,甲类,小蓟,
西药,片剂,10mg,0.0%、0.0%、0.0%,8.69028E+13,甲类,维生素B6片,北京中新药业股份有限公司（国药准字H13020592）
西药,胶囊,每粒含:甘草酸苷25mg、甘氨酸25mg和蛋氨酸25mg,5.0%、10.0%、0.0%,86904152003899-1,乙类,复方甘草酸苷胶囊,瑞阳制药有限公司（国药准字H20110056）
中成药,颗粒剂,15g,0.0%、0.0%、0.0%,8.69051E+13,甲类,益母草颗粒,广西润达制药股份有限公司
西药,片剂,0.1g,5.0%、10.0%、0.0%,8.69099E+13,乙类,非诺贝特分散片,东莞市金美济药业有限公司
中成药,片剂,每片重0.4g,5.0%、10.0%、0.0%,8.6906E+13,乙类,百癣夏塔热片,新疆银朵兰维药股份有限公司（国药准字Z20043213）
中成药,注射剂,每支装20ml,5.0%、10.0%、0.0%,8.69025E+13,乙类,肾康注射液,西安世纪盛康药业有限公司（国药准字Z20040110）
西药,片剂,100mg,5.0%、10.0%、0.0%,8.69015E+13,乙类,盐酸硫必利片[0.1g*100],江苏天士力帝益药业有限公司
医院制剂,,,5.0%、5.0%,31300051,,健脑宁,
中成药,片剂,10mg,0.0%、0.0%、0.0%,8.69044E+13,甲类,雷公藤多苷片,宿州亿帆药业有限公司
中成药,颗粒剂,每袋装12g,0.0%、0.0%、0.0%,8.69026E+13,甲类,感冒清热颗粒,承德天原药业股份有限公司
西药,注射剂,2ml:0.6g（按C18H34N2O6S计）,0.0%、0.0%、0.0%,8.69007E+13,甲类,盐酸林可霉素注射液,上海禾丰制药有限公司（国药准字H31020551）
西药,片剂,"每片含依折麦布10mg,辛伐他汀20mg",100.0%、100.0%、100.0%,8.69793E+13,丙类,依折麦布辛伐他汀片,MSD INTERNATIONAL GMBH (SINGAPORE BRANCH)（H20170282）
西药,注射剂,三磷酸腺苷二钠100mg与氯化镁32mg,100.0%、100.0%、100.0%,8.69029E+13,丙类,注射用三磷酸腺苷二钠氯化镁,山西振东泰盛制药有限公司（国药准字H20052673）
西药,注射剂,1.0g,5.0%、10.0%、0.0%,8.69005E+13,乙类,注射用氨曲南,深圳华药南方制药有限公司（国药准字H20084041）
西药,注射剂,5ml:30mg,100.0%、100.0%、100.0%,8.69033E+13,丙类,长春西汀注射液,河南润弘制药股份有限公司（国药准字H20052017）
西药,无菌针剂,0.75g（按C16H16N4O8S 计算）,0.0%、0.0%、0.0%,8.69041E+13,甲类,注射用头孢呋辛钠,山东罗欣药业集团股份有限公司（国药准字H20065598）
西药,注射剂,"20%,50ml",15.0%、20.0%、0.0%,8.6979E+13,乙类,人血白蛋白,瑞士杰特贝林生物制品有限公司（S20170005）
西药,片剂,7.5mg,5.0%、10.0%、0.0%,8.69059E+13,乙类,美洛昔康片,宁夏康亚药业股份有限公司（国药准字H20020222）
西药,注射剂,1.0g,5.0%、10.0%,8.69027E+13,乙类,注射用头孢他啶,成都倍特药业有限公司
中成药,颗粒剂,每袋装2g(无蔗糖),100.0%、100.0%、100.0%,8.69035E+13,丙类,解郁安神颗粒,吉林省鑫辉药业有限公司（国药准字Z22023016）
西药,注射剂,2ml:20mg,0.0%、0.0%、0.0%,8.69044E+13,甲类,呋塞米注射液,广东南国药业有限公司
西药,片剂,10mg,0.0%、0.0%、0.0%,8.69008E+13,甲类,氯雷他定片,扬子江药业集团上海海尼药业有限公司（国药准字H20080134）
西药,片剂,0.2g,0.0%、0.0%、0.0%,86900804001114-1,甲类,甲硝唑片,上海信谊万象药业股份有限公司
西药,片剂,氟哌噻吨0.5mg和美利曲辛10mg,5.0%、10.0%,86978996000574-1,乙类,氟哌噻吨美利曲辛片,H.Lundbeck A/S（H20130126）
西药,片剂,0.15g,0.0%、0.0%、0.0%,8.69026E+13,甲类,乳酶生片,山东百维药业有限责任公司
西药,注射剂,40ml,5.0%、10.0%、0.0%,8.69795E+13,乙类,多种微量元素注射液,法国LABORATOIRE AGUETTANT
西药,冻干粉针剂,40mg（以奥美拉唑计）,5.0%、10.0%、0.0%,8.69041E+13,乙类,注射用奥美拉唑钠,山东罗欣药业集团股份有限公司（国药准字H20058493）
中成药,颗粒剂,每袋装10g,0.0%、0.0%、0.0%,86902251000122-1,甲类,板蓝根颗粒,四川依科制药有限公司
中成药,浓缩丸,每袋装1.8g,5.0%、10.0%、0.0%,8.69004E+13,乙类,中风回春丸,广州白云山敬修堂药业股份有限公司（国药准字Z44020867）
西药,注射液,100ml:30g（大豆油）:1.2g（卵磷脂）,5.0%、10.0%、0.0%,8.69025E+13,乙类,脂肪乳注射液（C14～24）[指大豆油],西安力邦制药有限公司（国药准字H20033854）
西药,注射剂,2ml:0.2g,100.0%、100.0%、100.0%,8.69015E+13,丙类,西咪替丁注射液,江苏鹏鹞药业有限公司（国药准字H32025580）
西药,注射剂,100ml:0.9g,0.0%、0.0%、0.0%,8.69041E+13,甲类,氯化钠注射液,山东科伦药业有限公司（国药准字H20013026）
中成药,片剂,基片重0.3g,5.0%、10.0%、0.0%,8.69012E+13,乙类,抗骨增生片,辽宁澎健药业有限公司（国药准字Z21021735）
中成药,片剂,每片重0.35g,5.0%、10.0%、0.0%,8.69032E+13,乙类,活血通脉片,佐今明制药股份有限公司（国药准字Z19993105）
西药,散剂,每袋含蒙脱石3g,0.0%、0.0%、0.0%,8.69041E+13,甲类,蒙脱石散,山东绿叶制药有限公司
西药,片剂,25mg,0.0%、0.0%、0.0%,8.6904E+13,甲类,盐酸异丙嗪片,济南永宁制药股份有限公司（国药准字H37022542）
中成药,贴膏剂,----,100.0%、100.0%、100.0%,8.69019E+13,丙类,麝香镇痛膏,黄石燕舞药业有限公司（国药准字Z42021780）
中成药,口服液,每支装20ml,5.0%、10.0%、0.0%,8.69053E+13,乙类,清热解毒口服液,江西济民可信药业有限公司（国药准字Z19993096）
西药,缓释片剂,40mg（4万单位）,100.0%、100.0%、100.0%,8.69054E+13,丙类,硫酸庆大霉素缓释片,江西制药有限责任公司（国药准字H10930066）
中成药,胶囊剂,0.3g,5.0%、10.0%、0.0%,8.69026E+13,乙类,心可舒胶囊,河北国金药业
西药,注射剂,500ml:30g右旋糖酐40与4．5g氯化钠,100.0%、100.0%、100.0%,8.69041E+13,丙类,右旋糖酐40氯化钠注射液,山东华鲁制药有限公司
西药,注射液,2ml:1mg,0.0%、0.0%、0.0%,86900673000454-2,甲类,异丙肾上腺素注射液,上海禾丰制药有限公司
中成药,软胶囊,每粒装0.65g(含黄芩苷115mg),100.0%、100.0%、100.0%,8.69055E+13,丙类,茵栀黄软胶囊,贵州金宇药业有限公司（国药准字Z20050602）
中成药,片剂,复方,0.0%、0.0%,8.69004E+13,甲类,消炎利胆片,惠州大亚制药股份有限公司
西药,缓释片,10mg/片,0.0%、0.0%、0.0%,86904131000314-1,甲类,硝苯地平缓释片（Ⅰ）,德州德药制药
西药,注射剂,0.4mg,0.0%、0.0%、0.0%,8.69058E+13,甲类,注射用盐酸纳洛酮,海南灵康制药有限公司（国药准字H20052591）
中草药,,,100.0%、100.0%、100.0%、100.0%,31200027,,珍珠(粉),
中成药,片剂,每片重0.5g(含三七总皂苷50mg),5.0%、10.0%、100.0%,8.69056E+13,乙类,血塞通分散片,云南白药集团大理药业有限责任公司（国药准字Z20050467）
西药,注射剂,100单位,5.0%、10.0%、0.0%,8.6979E+13,乙类,门冬胰岛素30注射液,丹麦诺和诺德公司（国药准字J20100037）
医院制剂,,,5.0%、5.0%,31300102,,降毒转阴丸,
西药,片剂,2.5mg,0.0%、0.0%、0.0%,8.69042E+13,甲类,地西泮片,山东信谊制药有限公司（国药准字H37023039）
中成药,注射剂,每瓶装100ml,0.0%、0.0%、0.0%,8.69026E+13,甲类,参麦注射液,河北神威药业有限公司（国药准字Z13020889）
中成药,糖浆剂,复方,100.0%、100.0%,8.69021E+13,丙类,小儿止咳糖浆,四川成都同道堂制药有限责任公司
西药,注射剂,100ml:5g,0.0%、0.0%、0.0%,8.69041E+13,甲类,葡萄糖注射液,山东齐都药业有限公司（国药准字H37020776）
西药,注射剂,4000单位,5.0%、10.0%、0.0%,8.69001E+13,乙类,注射用糜蛋白酶,华润双鹤药业股份有限公司（国药准字H11022351）
西药,注射剂,0.5g（50万单位）,5.0%、10.0%、0.0%,8.69025E+13,乙类,注射用阿奇霉素,西安利君制药有限责任公司（国药准字H20020269）
西药,片剂,5mg,5.0%、10.0%、0.0%,8.69784E+13,乙类,奥氮平片,"Lilly,S.A.（H20160496）"
西药,注射剂,10ml:1g,0.0%、0.0%、0.0%,8.69001E+13,甲类,浓氯化钠注射液,华润双鹤药业股份有限公司（国药准字H11020865）
西药,注射剂,按C17H18N2O6S计算1.0g,100.0%、100.0%,8.69008E+13,丙类,注射用羧苄西林钠,上海上药新亚药业有限公司（国药准字H31021511）
中成药,合剂,每支装10ml,5.0%、10.0%、0.0%,8.69049E+13,乙类,四磨汤口服液,湖南汉森制药股份有限公司（国药准字Z20025044）
中成药,注射剂,每支装4ml,5.0%、10.0%、0.0%,8.69007E+13,乙类,瓜蒌皮注射液,上海上药第一生化药业有限公司（国药准字Z20027540）
西药,片剂,10mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,奥美拉唑肠溶片,辰欣药业股份有限公司（国药准字H20083831）
西药,注射液,250ml:12.5g,0.0%、0.0%、0.0%,8.69028E+13,甲类,葡萄糖注射液[250ml:12.5g],石家庄四药有限公司
西药,注射剂,100mg(4ml)/瓶,20.0%、30.0%,XL01XCB194B002010179436,乙类,贝伐珠单抗注射液,Roche Pharma (Schweiz) Ltd.
西药,注射剂,0.5g,0.0%、0.0%,8.69805E+13,甲类,注射用头孢唑林钠,上海欣峰制药有限公司
医院制剂,,,5.0%、10.0%、100.0%,c1300144,,地杞壮骨胶囊,
西药,片剂,"氨肽素0.1g,硫酸锌10mg",100.0%、100.0%、100.0%,8.69011E+13,丙类,氨肽素硫酸锌片,辽宁丹生生物制药有限公司
中成药,丸剂,8g,0.0%、0.0%、0.0%,86900412000172-1,甲类,华佗再造丸,广州白云山奇星药业有限公司（国药准字Z44020748）
西药,胶囊剂,0.1g,5.0%、10.0%、0.0%,8.69004E+13,乙类,非诺贝特胶囊（Ⅱ）,广东先强药业有限公司（国药准字H44021454）
西药,注射剂,0.1g,5.0%、10.0%、0.0%,8.69058E+13,乙类,注射用硫普罗宁,海南倍特药业有限公司
西药,注射剂,10ml:2.5g,0.0%、0.0%、0.0%,8.69014E+13,甲类,硫酸镁注射液,常州兰陵制药有限公司（国药准字H32024948）
西药,缓释片剂,0.5g,0.0%、0.0%、0.0%,8.69004E+13,甲类,氯化钾缓释片,广州迈特兴华制药厂有限公司（国药准字H10910069）
中成药,煎膏,----,0.0%、0.0%、0.0%,8.69052E+13,甲类,益母草膏,广西维威制药有限公司
西药,注射剂,0.25g,5.0%、10.0%,86903283000197-1,乙类,注射用二羟丙茶碱,吉林津升制药有限公司
西药,注射剂,9.0×10E6 IU（150μg）:0.9ml,5.0%、10.0%、0.0%,8.6904E+13,乙类,重组人粒细胞刺激因子注射液,齐鲁制药有限公司（国药准字S20123003）
